cod_loja,cod_ap,cod_municipio,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18
1671,3557006003005,3557006,FEATURE_01_VALUE_03,FEATURE_02_VALUE_02,False,15.0,FEATURE_05_VALUE_05,6,0.208104739400747,0.193996955600903,46.24125789,5.09363804608045,,,,,,,,
1672,3517703001001,3517703,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,37.32,FEATURE_05_VALUE_03,2,0.148790274075698,0.151885629825259,7.78765014,9.56434412510162,,,,,,,,
1673,3538709005016,3538709,,FEATURE_02_VALUE_03,False,47.01,FEATURE_05_VALUE_03,4,0.226762845005806,0.203901727090584,207.51377522,5.6201446420862,,,,,,,,
1675,3301900005001,3301900,,FEATURE_02_VALUE_02,False,41.84,FEATURE_05_VALUE_03,10,0.0983988290578631,0.0894600495753896,63.65036239,1.74667149912448,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,90.3,100.0,100.0,61.7,84.3
1676,3304300003001,3304300,,FEATURE_02_VALUE_02,False,38.07,FEATURE_05_VALUE_03,8,0.132496132626409,0.126767795504737,13.73949637,3.47131823309902,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,,,,,,
1677,3305505003004,3305505,FEATURE_01_VALUE_08,FEATURE_02_VALUE_02,False,24.69,FEATURE_05_VALUE_03,3,0.125978243524721,0.122655279549311,22.03017949,2.42839276824634,FEATURE_11_VALUE_01,FEATURE_12_VALUE_01,,,,,,
1678,-1,-1,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,36.5,FEATURE_05_VALUE_06,8,0.10761919863155,0.103082547352587,325.53112019,1.97294435639267,FEATURE_11_VALUE_01,FEATURE_12_VALUE_01,,,,,,
1679,3122306005001,3122306,FEATURE_01_VALUE_03,FEATURE_02_VALUE_06,False,11.54,FEATURE_05_VALUE_06,2,0.141730364699942,0.137759025489549,101.38795507,2.16592736345994,,,,,,,,
1680,5219308003001,5219308,,FEATURE_02_VALUE_02,False,32.32,FEATURE_05_VALUE_03,4,0.212059299661577,0.196919941806326,13.33035852,5.21131898483506,FEATURE_11_VALUE_07,FEATURE_12_VALUE_01,,,,,,
1681,3550308005128,3550308,,FEATURE_02_VALUE_03,True,45.6,FEATURE_05_VALUE_06,13,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,,,100.0,84.6,100.0,100.0,97.2,96.5
1682,-1,-1,FEATURE_01_VALUE_03,FEATURE_02_VALUE_02,False,10.21,FEATURE_05_VALUE_06,3,0.147059856537899,0.138636778738881,222.33668762,1.61935976992136,,,,,,,,
1683,3550308005015,3550308,,FEATURE_02_VALUE_02,True,34.74,FEATURE_05_VALUE_05,6,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,FEATURE_11_VALUE_01,FEATURE_12_VALUE_01,,,,,,
1684,3104007003004,3104007,FEATURE_01_VALUE_08,FEATURE_02_VALUE_04,False,6.0,FEATURE_05_VALUE_06,3,0.140756903788479,0.135725150322651,43.63710418,3.91243960171365,,,,,,,,
1687,3534906001001,3534906,,FEATURE_02_VALUE_06,False,34.2,FEATURE_05_VALUE_03,2,0.229763458681685,0.215130567517491,4.90418471,14.3256213738271,,,,,,,,
1688,3527405001001,3527405,,FEATURE_02_VALUE_06,False,35.27,FEATURE_05_VALUE_03,4,0.229763458681685,0.215130567517491,8.51441415,9.43574259294206,,,,,,,,
1689,3534609003001,3534609,,FEATURE_02_VALUE_06,False,43.5,FEATURE_05_VALUE_03,3,0.229763458681685,0.215130567517491,14.60389428,6.15858352578907,,,,,,,,
1690,3551702003001,3551702,,FEATURE_02_VALUE_02,False,57.72,FEATURE_05_VALUE_03,7,0.191442797204931,0.18346116273752,55.72214675,4.16139556561689,,,100.0,93.3,100.0,100.0,95.5,97.4
1691,3501152001001,3501152,,FEATURE_02_VALUE_02,False,29.24,FEATURE_05_VALUE_03,4,0.208104739400747,0.193996955600903,7.22196045,5.53679198272521,,,,,,,,
1692,2908408003001,2908408,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,28.0,FEATURE_05_VALUE_03,10,0.152952707693572,0.140324750639519,16.04160862,2.9348751210636,,,,,,,,
1693,3508603003001,3508603,,FEATURE_02_VALUE_02,False,28.88,FEATURE_05_VALUE_03,6,0.179481956880316,0.17305675913352,12.05252205,6.19310088561343,,,,,,,,
1694,4104204003005,4104204,FEATURE_01_VALUE_03,FEATURE_02_VALUE_04,False,3.5,FEATURE_05_VALUE_06,3,0.168921519796663,0.16765931392066,39.696496,1.61162951860626,,,,,,,,
1695,4308607003002,4308607,,FEATURE_02_VALUE_04,False,41.04,FEATURE_05_VALUE_03,4,0.108228634033999,0.108363186038933,16.39455293,6.03664241948628,,,100.0,92.8,100.0,100.0,75.6,89.9
1697,1100049003004,1100049,FEATURE_01_VALUE_08,FEATURE_02_VALUE_06,False,30.5,FEATURE_05_VALUE_03,5,0.300999554603172,0.306818300087903,27.89258546,3.43934148075115,,,,,,,,
1698,3550308005043,3550308,,FEATURE_02_VALUE_02,True,42.65,FEATURE_05_VALUE_03,4,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,,,,,,,,
1699,3509502005007,3509502,,FEATURE_02_VALUE_03,True,36.35,FEATURE_05_VALUE_01,4,0.181659821321196,0.177938541924162,589.72783319,4.12336418411508,,,93.6,79.4,0.0,100.0,84.3,86.1
1700,4101804003004,4101804,FEATURE_01_VALUE_03,FEATURE_02_VALUE_04,False,8.4,FEATURE_05_VALUE_06,3,0.168921519796663,0.16765931392066,51.5183893,2.24840363342027,,,,,,,,
1701,3143302005004,3143302,,FEATURE_02_VALUE_02,False,39.09,FEATURE_05_VALUE_05,4,0.212469101805771,0.220986517501092,110.81193763,1.52149106124002,,,,,,,,
1702,3551702003006,3551702,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,46.11,FEATURE_05_VALUE_03,3,0.191442797204931,0.18346116273752,55.72214675,4.16139556561689,,,,,,,,
1703,3550308005085,3550308,,FEATURE_02_VALUE_06,True,19.48,FEATURE_05_VALUE_02,3,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,,,,,,,,
1704,3302809001001,3302809,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,36.43,FEATURE_05_VALUE_03,4,0.166839249269824,0.158393968662814,5.30834892,11.0503342726117,,,,,,,,
1705,3302908003001,3302908,,FEATURE_02_VALUE_04,False,23.58,FEATURE_05_VALUE_03,3,0.166839249269824,0.158393968662814,7.73237212,8.05088157153208,,,,,,,,
1706,3302403005006,3302403,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,53.87,FEATURE_05_VALUE_05,8,0.130918812189099,0.115318039796508,85.19146642,1.70482636343488,,,88.2,60.0,100.0,100.0,43.2,64.0
1707,4322202001001,4322202,,FEATURE_02_VALUE_04,False,25.77,FEATURE_05_VALUE_03,3,0.21307441621683,0.212055193624702,6.34002676,4.25151991837082,,,,,,,,
1709,3506706001001,3506706,,FEATURE_02_VALUE_06,False,29.16,FEATURE_05_VALUE_03,2,0.183696638072003,0.187609639092431,5.72244364,13.7494843943352,,,,,,,,
1710,5201108005001,5201108,,FEATURE_02_VALUE_06,True,28.5,FEATURE_05_VALUE_03,4,0.179929233493556,0.17866959160173,141.9016877,2.182863972103,,,,,,,,
1711,3530201001001,3530201,,FEATURE_02_VALUE_04,False,35.34,FEATURE_05_VALUE_03,2,0.205248505636395,0.196880148618927,3.77338535,5.56204460759775,,,,,,,,
1712,2604908002001,2604908,,FEATURE_02_VALUE_02,False,27.51,FEATURE_05_VALUE_03,3,0.212843329729702,0.223429384091667,2.90933968,7.61498629302467,,,,,,,,
1713,3205200005001,3205200,,FEATURE_02_VALUE_02,False,23.47,FEATURE_05_VALUE_03,2,0.118748745112078,0.110059743182675,232.30176399,2.11522922739137,,,,,,,,
1714,5221858003004,5221858,,FEATURE_02_VALUE_02,False,31.57,FEATURE_05_VALUE_03,2,0.207150935969518,0.213091115220355,62.27543295,1.95752177742977,,,,,,,,
1715,3549904005006,3549904,,FEATURE_02_VALUE_02,False,21.58,FEATURE_05_VALUE_06,4,0.157930803400635,0.159030009934577,296.82883547,3.77579338858578,,,,,,,,
1716,2408102004017,2408102,FEATURE_01_VALUE_08,FEATURE_02_VALUE_03,False,57.45,FEATURE_05_VALUE_05,10,0.178125252005061,0.173879362405579,507.85469052,2.643817948995,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,97.8,88.0,100.0,100.0,96.5,91.2
1717,3550308005044,3550308,,FEATURE_02_VALUE_02,True,25.95,FEATURE_05_VALUE_06,3,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,FEATURE_11_VALUE_07,FEATURE_12_VALUE_01,,,,,,
1718,2307809001001,2307809,,FEATURE_02_VALUE_06,False,26.12,FEATURE_05_VALUE_03,2,0.146195373797608,0.127290327598246,5.60057494,3.77586467301012,,,,,,,,
1719,2307254001001,2307254,,FEATURE_02_VALUE_06,False,23.54,FEATURE_05_VALUE_03,3,0.146195373797608,0.127290327598246,2.42968167,5.28373665856494,,,,,,,,
1720,3538808003002,3538808,,FEATURE_02_VALUE_02,False,40.5,FEATURE_05_VALUE_03,6,0.167444484347312,0.152595615102377,14.0351623,6.74217907227616,,,,,,,,
1721,2910800004014,2910800,,FEATURE_02_VALUE_02,False,35.7,FEATURE_05_VALUE_03,14,0.147059856537899,0.138636778738881,222.33668762,1.61935976992136,FEATURE_11_VALUE_02,FEATURE_12_VALUE_02,,,,,,
1722,4203204003002,4203204,,FEATURE_02_VALUE_06,False,26.8,FEATURE_05_VALUE_03,4,0.169939584308514,0.180518442629214,29.68487791,1.34347206921568,,,,,,,,
1723,2211001003007,2211001,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,False,34.5,FEATURE_05_VALUE_03,9,0.167290671388838,0.160557418176876,410.13469953,1.77673542632767,,,80.9,70.3,100.0,100.0,67.1,78.2
1725,2406106001001,2406106,,FEATURE_02_VALUE_04,False,23.56,FEATURE_05_VALUE_03,3,0.216889447194258,0.20880153538163,5.04714202,5.42005420054201,,,,,,,,
1726,3532603001001,3532603,,FEATURE_02_VALUE_06,False,28.91,FEATURE_05_VALUE_03,2,0.172998244942996,0.16843985617457,5.36213219,8.84720870565337,,,,,,,,
1727,3520806001001,3520806,FEATURE_01_VALUE_03,FEATURE_02_VALUE_06,False,25.0,FEATURE_05_VALUE_06,3,0.229763458681685,0.215130567517491,1.43585247,25.7665550115949,,,,,,,,
1728,5215603001001,5215603,,FEATURE_02_VALUE_06,False,27.76,FEATURE_05_VALUE_03,1,0.207150935969518,0.213091115220355,3.89541201,6.424877124225,,,,,,,,
1729,3130903001001,3130903,,FEATURE_02_VALUE_04,False,24.06,FEATURE_05_VALUE_03,2,0.15491490479216,0.144985028825851,4.59396741,4.02657539762432,,,,,,,,
1730,3140704003002,3140704,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,40.58,FEATURE_05_VALUE_03,3,0.107871270969554,0.104261051969348,7.99723037,3.31619963521804,,,,,,,,
1731,3131208001001,3131208,,FEATURE_02_VALUE_06,False,27.0,FEATURE_05_VALUE_03,2,0.183772082678276,0.185890840823924,5.28520917,5.1376900945335,,,,,,,,
1733,2608107003002,2608107,,FEATURE_02_VALUE_04,False,30.0,FEATURE_05_VALUE_03,2,0.212843329729702,0.223429384091667,7.64129158,6.07182974589393,,,,,,,,
1735,2919926001001,2919926,,FEATURE_02_VALUE_06,False,27.79,FEATURE_05_VALUE_03,2,0.107962940400547,0.0966270999964763,7.71767547,4.91448791035974,,,,,,,,
1736,3108602003002,3108602,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,37.86,FEATURE_05_VALUE_03,4,0.212469101805771,0.220986517501092,5.93762434,3.07087581378209,,,,,,,,
1737,4314902004013,4314902,,FEATURE_02_VALUE_03,True,44.13,FEATURE_05_VALUE_03,6,0.116197735939536,0.117093552085394,842.4716613,3.72409973274506,,,92.5,92.1,100.0,100.0,86.5,92.1
1738,3529401005013,3529401,FEATURE_01_VALUE_03,FEATURE_02_VALUE_02,False,4.5,FEATURE_05_VALUE_06,7,0.190102227825834,0.179139940969186,206.98475015,1.32366761823661,,,,,,,,
1739,5006606003003,5006606,,FEATURE_02_VALUE_06,False,44.73,FEATURE_05_VALUE_03,6,0.198313984704114,0.218702781530092,26.17032304,4.61270569784471,,,100.0,83.7,100.0,100.0,95.5,95.7
1740,3106200005048,3106200,,FEATURE_02_VALUE_02,True,30.05,FEATURE_05_VALUE_03,2,0.107871270969554,0.104261051969348,1264.09381207,3.15677125436104,,,,,,,,
1741,1600303005009,1600303,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,31.78,FEATURE_05_VALUE_03,11,0.10761919863155,0.103082547352587,325.53112019,1.97294435639267,,,100.0,75.4,100.0,100.0,76.6,87.5
1742,2910727003005,2910727,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,45.0,FEATURE_05_VALUE_03,6,0.137499891173627,0.130946186030302,43.6080297,1.76692493219426,,,96.9,83.1,100.0,100.0,95.8,94.9
1744,3509502005012,3509502,,FEATURE_02_VALUE_02,True,49.52,FEATURE_05_VALUE_03,7,0.181659821321196,0.177938541924162,589.72783319,4.12336418411508,,,,,,,,
1745,3106200005053,3106200,,FEATURE_02_VALUE_06,True,32.28,FEATURE_05_VALUE_03,6,0.107871270969554,0.104261051969348,1264.09381207,3.15677125436104,,,,,,,,
1746,3529005005009,3529005,,FEATURE_02_VALUE_06,False,29.4,FEATURE_05_VALUE_05,3,0.200661497760196,0.201697063810708,101.77071788,5.60330336284406,,,,,,,,
1747,3548807003004,3548807,,FEATURE_02_VALUE_06,False,32.57,FEATURE_05_VALUE_03,3,0.190102227825834,0.179139940969186,104.37999525,5.0625221485344,,,,,,,,
1748,2927408005052,2927408,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,True,31.1,FEATURE_05_VALUE_02,3,0.107962940400547,0.0966270999964763,1355.48660282,4.14229360508605,,,,,,,,
1749,3170206005003,3170206,,FEATURE_02_VALUE_02,False,34.12,FEATURE_05_VALUE_03,7,0.146773165485083,0.137831795844566,316.82227638,1.81169813485677,,,,,,,,
1750,4208104001001,4208104,,FEATURE_02_VALUE_04,False,35.02,FEATURE_05_VALUE_03,3,0.2114828994687,0.202998281327436,4.39037338,4.70300522033579,,,,,,,,
1751,4314100003003,4314100,,FEATURE_02_VALUE_06,False,35.64,FEATURE_05_VALUE_06,3,0.14088072116557,0.146975758248988,91.28414031,2.03315051921581,,,,,,,,
1753,4128203003002,4128203,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,56.0,FEATURE_05_VALUE_03,5,0.277950114357818,0.269114726977343,20.46484971,5.33191149026926,,,93.7,80.6,66.7,100.0,75.4,85.1
1755,2514503001001,2514503,,FEATURE_02_VALUE_06,False,25.25,FEATURE_05_VALUE_03,2,0.168799335750362,0.180555502115072,5.47267511,5.01102425335739,,,,,,,,
1756,3554805003001,3554805,,FEATURE_02_VALUE_06,False,28.45,FEATURE_05_VALUE_03,2,0.157930803400635,0.159030009934577,15.68733376,2.2265764161026,,,,,,,,
1758,3529005005006,3529005,,FEATURE_02_VALUE_06,False,26.0,FEATURE_05_VALUE_06,4,0.200661497760196,0.201697063810708,101.77071788,5.60330336284406,,,,,,,,
1759,3117306001001,3117306,,FEATURE_02_VALUE_06,False,32.42,FEATURE_05_VALUE_03,3,0.120421260802142,0.121355924236445,9.62560765,3.84349296640787,,,,,,,,
1761,3550308005131,3550308,,FEATURE_02_VALUE_03,True,53.66,FEATURE_05_VALUE_05,10,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,,,100.0,96.4,83.3,100.0,96.8,97.7
1762,2925303003001,2925303,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,37.5,FEATURE_05_VALUE_03,5,0.137499891173627,0.130946186030302,49.12401692,4.125667842482,,,96.0,95.0,100.0,100.0,99.3,98.1
1763,1302603005001,1302603,,FEATURE_02_VALUE_02,True,28.97,FEATURE_05_VALUE_06,9,0.108044703501888,0.106761644766951,1024.6840934,1.7495168174734,,,,,,,,
1764,3549904005005,3549904,,FEATURE_02_VALUE_02,False,34.89,FEATURE_05_VALUE_06,5,0.157930803400635,0.159030009934577,296.82883547,3.77579338858578,,,,,,,,
1765,4104303003002,4104303,,FEATURE_02_VALUE_04,False,29.91,FEATURE_05_VALUE_06,3,0.164620412963984,0.165403007990245,37.99013361,3.22823630689766,,,,,,,,
1766,2925303003001,2925303,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,20.0,FEATURE_05_VALUE_05,5,0.137499891173627,0.130946186030302,49.12401692,4.125667842482,,,,,,,,
1767,2601607001001,2601607,,FEATURE_02_VALUE_03,False,30.0,FEATURE_05_VALUE_03,3,0.205349059535307,0.226565075983806,5.17267818,9.67351874244256,,,,,,,,
1769,3170701003004,3170701,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,43.81,FEATURE_05_VALUE_03,5,0.167990698683764,0.16289364280521,57.46607474,3.77777609876618,,,100.0,89.4,100.0,100.0,75.4,89.1
1770,2111300005005,2111300,,FEATURE_02_VALUE_03,False,32.52,FEATURE_05_VALUE_03,4,0.164088694749955,0.164789713619254,507.68059102,2.14174037823135,,,,,,,,
1771,5007935001001,5007935,,FEATURE_02_VALUE_04,False,20.0,FEATURE_05_VALUE_03,4,0.234165732195891,0.240976936403076,5.96762587,5.71984213235715,,,,,,,,
1772,3114204001001,3114204,,FEATURE_02_VALUE_06,False,24.28,FEATURE_05_VALUE_03,1,0.141730364699942,0.137759025489549,6.90640725,4.60087416609156,,,,,,,,
1773,4314902004028,4314902,,FEATURE_02_VALUE_03,True,33.58,FEATURE_05_VALUE_05,6,0.116197735939536,0.117093552085394,842.4716613,3.72409973274506,,,100.0,85.2,100.0,100.0,99.2,97.4
1775,4105706001001,4105706,,FEATURE_02_VALUE_06,False,24.92,FEATURE_05_VALUE_03,2,0.233504432537669,0.232109644365414,4.03710759,5.7560582513095,,,,,,,,
1776,3516200005021,3516200,FEATURE_01_VALUE_03,FEATURE_02_VALUE_03,False,9.9,FEATURE_05_VALUE_06,5,0.16976826935374,0.175197991193412,160.16670326,1.75381161724815,,,,,,,,
1777,3506508003004,3506508,FEATURE_01_VALUE_03,FEATURE_02_VALUE_02,False,12.95,FEATURE_05_VALUE_06,2,0.145128231409494,0.136117377522185,55.12077503,3.37974854670812,,,,,,,,
1778,3527108003003,3527108,FEATURE_01_VALUE_03,FEATURE_02_VALUE_02,False,10.5,FEATURE_05_VALUE_06,2,0.186135755002225,0.176453682100464,37.88429075,3.94259580507806,,,,,,,,
1779,4204202003009,4204202,FEATURE_01_VALUE_03,FEATURE_02_VALUE_06,False,9.0,FEATURE_05_VALUE_06,3,0.201032998190735,0.212984977791716,91.06040434,3.88736363857237,,,,,,,,
1780,4106308001001,4106308,,FEATURE_02_VALUE_04,False,30.98,FEATURE_05_VALUE_03,3,0.150747203241422,0.159639800738354,5.82259362,5.85617240571562,,,,,,,,
1781,4313656001001,4313656,FEATURE_01_VALUE_03,FEATURE_02_VALUE_04,False,7.43,FEATURE_05_VALUE_06,1,0.146232867017383,0.154124019067604,3.33956912,8.76193814071673,,,,,,,,
1782,4103909001001,4103909,,FEATURE_02_VALUE_04,False,25.28,FEATURE_05_VALUE_03,2,0.220758960298501,0.22757721194438,3.68914918,6.55866727880895,,,,,,,,
1783,2603009001001,2603009,,FEATURE_02_VALUE_03,False,34.1,FEATURE_05_VALUE_03,5,0.245880679646724,0.272049250592723,8.84250886,6.01558035311457,,,,,,,,
1784,3171006001001,3171006,,FEATURE_02_VALUE_04,False,28.67,FEATURE_05_VALUE_03,2,0.199195276960899,0.196620381302807,5.89574641,4.84214603912454,,,,,,,,
1785,3536000001001,3536000,,FEATURE_02_VALUE_06,False,30.93,FEATURE_05_VALUE_03,2,0.229763458681685,0.215130567517491,3.51247912,9.01063254640476,,,,,,,,
1786,3300506003001,3300506,,FEATURE_02_VALUE_06,True,18.75,FEATURE_05_VALUE_03,3,0.105646172190749,0.0955063508604972,6.59595665,3.80546464723343,,,,,,,,
1790,4113700005003,4113700,,FEATURE_02_VALUE_02,False,34.3,FEATURE_05_VALUE_06,4,0.198418796959021,0.199365039174852,257.07080942,2.73598310256836,,,,,,,,
1791,-1,-1,FEATURE_01_VALUE_03,FEATURE_02_VALUE_06,False,7.2,FEATURE_05_VALUE_06,3,0.10999071925894,0.110307113595844,22.29846948,3.46050696427027,,,,,,,,
1792,2907202003002,2907202,,FEATURE_02_VALUE_04,False,30.0,FEATURE_05_VALUE_03,3,0.190338727996972,0.184699419856051,13.86538723,2.77115778972455,,,84.0,88.8,100.0,100.0,92.6,89.8
1793,4106605001001,4106605,,FEATURE_02_VALUE_06,False,25.0,FEATURE_05_VALUE_03,3,0.238142561347574,0.239869785200135,5.55970108,4.7192071731949,,,,,,,,
1796,3106200005067,3106200,,FEATURE_02_VALUE_02,True,41.2,FEATURE_05_VALUE_03,2,0.107871270969554,0.104261051969348,1264.09381207,3.15677125436104,,,,,,,,
1797,3109006003001,3109006,,FEATURE_02_VALUE_06,False,29.0,FEATURE_05_VALUE_03,3,0.107871270969554,0.104261051969348,10.83711572,2.64151940196001,,,85.0,90.0,100.0,100.0,32.6,70.4
1798,3552502005002,3552502,,FEATURE_02_VALUE_03,False,23.75,FEATURE_05_VALUE_06,3,0.216763350250731,0.211583413098421,102.97508486,2.10319685922602,,,,,,,,
1800,3530706003006,3530706,FEATURE_01_VALUE_08,FEATURE_02_VALUE_03,False,49.59,FEATURE_05_VALUE_06,8,0.158089075658829,0.157177795331244,66.9130537,2.71678224311126,,,,,,,,
1801,3526902005006,3526902,,FEATURE_02_VALUE_06,False,44.82,FEATURE_05_VALUE_05,9,0.163362921787314,0.159692103536886,145.02493461,2.02401835109972,,,,,,,,
1802,3526704003001,3526704,FEATURE_01_VALUE_03,FEATURE_02_VALUE_06,False,28.24,FEATURE_05_VALUE_06,5,0.163362921787314,0.159692103536886,43.38799376,2.0123153700648,,,,,,,,
1803,3552205005005,3552205,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,True,37.37,FEATURE_05_VALUE_06,5,0.208104739400747,0.193996955600903,334.69777355,4.34163049933403,,,,,,,,
1804,3530508003004,3530508,FEATURE_01_VALUE_03,FEATURE_02_VALUE_02,False,10.5,FEATURE_05_VALUE_06,2,0.160409617667103,0.147062006779482,28.1438051,2.90710350742038,,,,,,,,
1805,3554102003011,3554102,FEATURE_01_VALUE_03,FEATURE_02_VALUE_06,False,11.17,FEATURE_05_VALUE_06,2,0.157930803400635,0.159030009934577,131.69543389,3.63839632720429,,,,,,,,
1806,4128203003002,4128203,FEATURE_01_VALUE_03,FEATURE_02_VALUE_02,False,15.0,FEATURE_05_VALUE_06,5,0.277950114357818,0.269114726977343,20.46484971,5.33191149026926,,,,,,,,
1807,4119152003004,4119152,,FEATURE_02_VALUE_04,False,25.03,FEATURE_05_VALUE_01,3,0.168921519796663,0.16765931392066,56.54973872,4.72273603841159,,,99.0,0.0,100.0,100.0,68.0,72.8
1810,5008305003001,5008305,,FEATURE_02_VALUE_02,False,26.34,FEATURE_05_VALUE_03,3,0.22039762288819,0.253894830995901,66.37661326,5.28080690729543,,,,,,,,
1812,3105400003001,3105400,,FEATURE_02_VALUE_04,False,30.89,FEATURE_05_VALUE_03,3,0.146770424879702,0.143562512923576,10.25934944,3.19795330988168,,,,,,,,
1813,5208707005002,5208707,FEATURE_01_VALUE_08,FEATURE_02_VALUE_03,False,60.18,FEATURE_05_VALUE_05,8,0.190896443211245,0.179423052902789,661.41587319,2.7958400695605,,,,,,,,
1814,1721000005003,1721000,,FEATURE_02_VALUE_02,True,29.94,FEATURE_05_VALUE_06,13,0.207525473018586,0.194748792214034,152.04004108,2.20001026671458,,,93.4,81.7,100.0,100.0,90.3,92.0
1815,3543402005015,3543402,,FEATURE_02_VALUE_02,True,34.44,FEATURE_05_VALUE_06,6,0.191442797204931,0.18346116273752,344.88946932,4.80247567621109,,,,,,,,
1816,5008305003004,5008305,FEATURE_01_VALUE_08,FEATURE_02_VALUE_02,False,59.55,FEATURE_05_VALUE_03,8,0.22039762288819,0.253894830995901,66.37661326,5.28080690729543,,,96.9,95.3,100.0,100.0,76.3,89.6
1817,5103304001001,5103304,,FEATURE_02_VALUE_06,False,31.0,FEATURE_05_VALUE_03,5,0.236259041512444,0.228328409002389,5.83465992,10.2375102375102,,,,,,,,
1818,3523107005006,3523107,,FEATURE_02_VALUE_03,False,38.88,FEATURE_05_VALUE_03,5,0.216763350250731,0.211583413098421,105.25478381,1.98412136020023,,,100.0,81.9,100.0,100.0,70.4,86.4
1820,2603454003002,2603454,,FEATURE_02_VALUE_06,False,36.5,FEATURE_05_VALUE_02,6,0.1242655343867,0.0727125830348488,73.40834486,1.29824606956002,,,,,,,,
1821,2605707001001,2605707,,FEATURE_02_VALUE_03,False,26.8,FEATURE_05_VALUE_03,3,0.205349059535307,0.226565075983806,9.20061437,6.28752868684963,,,,,,,,
1822,3516705003002,3516705,,FEATURE_02_VALUE_06,False,27.2,FEATURE_05_VALUE_03,4,0.200661497760196,0.201697063810708,18.72416437,4.49115242971346,,,,,,,,
1823,5205497003002,5205497,,FEATURE_02_VALUE_06,False,26.6,FEATURE_05_VALUE_03,2,0.207150935969518,0.213091115220355,19.76851502,3.11385822603497,,,,,,,,
1825,-1,-1,FEATURE_01_VALUE_08,FEATURE_02_VALUE_03,False,56.2,FEATURE_05_VALUE_05,12,0.164088694749955,0.164789713619254,507.68059102,2.14174037823135,,,100.0,89.8,0.0,100.0,92.1,92.4
1826,5208707005005,5208707,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,False,34.92,FEATURE_05_VALUE_06,4,0.190896443211245,0.179423052902789,661.41587319,2.7958400695605,,,100.0,89.0,100.0,100.0,98.1,97.6
1827,2917706003001,2917706,,FEATURE_02_VALUE_04,False,26.59,FEATURE_05_VALUE_03,4,0.132954009514602,0.131329876138437,7.35405754,3.01331886940276,,,,,,,,
1828,2203701003002,2203701,,FEATURE_02_VALUE_06,False,32.0,FEATURE_05_VALUE_03,1,0.120980377501761,0.11594417050306,10.73209729,5.1448268765756,,,,,,,,
1829,2208304001001,2208304,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,30.0,FEATURE_05_VALUE_03,2,0.180360809614291,0.179436697601986,8.65938037,7.10227272727273,,,,,,,,
1830,2207900003001,2207900,,FEATURE_02_VALUE_06,False,23.0,FEATURE_05_VALUE_03,1,0.11834601353156,0.111176207391448,9.75131055,5.25555117592958,,,,,,,,
1831,2201200003002,2201200,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,35.0,FEATURE_05_VALUE_03,3,0.120980377501761,0.11594417050306,9.66429623,4.34103142906755,,,,,,,,
1832,2202208003002,2202208,FEATURE_01_VALUE_08,FEATURE_02_VALUE_06,False,46.5,FEATURE_05_VALUE_03,4,0.11834601353156,0.111176207391448,16.80764696,4.35056883687542,FEATURE_11_VALUE_01,FEATURE_12_VALUE_01,,,,,,
1833,2202604001001,2202604,,FEATURE_02_VALUE_06,False,28.0,FEATURE_05_VALUE_03,2,0.11834601353156,0.111176207391448,5.19738057,11.0132158590308,,,,,,,,
1834,3540002001001,3540002,,FEATURE_02_VALUE_04,False,34.53,FEATURE_05_VALUE_03,2,0.200661497760196,0.201697063810708,9.54652977,9.35672514619883,,,,,,,,
1836,-1,-1,,FEATURE_02_VALUE_04,True,45.63,FEATURE_05_VALUE_05,5,0.215966958345941,0.19728680271075,1562.67481722,3.67088303606042,,,95.4,81.8,60.0,90.0,94.9,89.9
